Time (s),Kanaal 1
19170,-0.5578
19171,-0.4184
19172,-0.1594
19173,-0.0199
19174,0.0398
19175,0.1395
19176,0.0996
19177,0.0996
19178,0.0797
19179,0.0000
19180,-0.1992
19181,-0.7172
19182,-0.8367
19183,-0.5777
19184,-0.2590
19185,0.0996
19186,0.3387
19187,0.5578
19188,0.5777
19189,0.5777
19190,0.4184
19191,0.3188
19192,0.2789
19193,0.2988
19194,0.2391
19195,0.2191
19196,0.1395
19197,-0.0199
19198,-0.1395
19199,-0.2391
19200,-0.2590
19201,-0.3188
19202,-0.3188
19203,-0.2391
19204,-0.2191
19205,-0.2590
19206,-0.2789
19207,-0.1793
19208,-0.0797
19209,0.0797
19210,0.1195
19211,0.0996
19212,0.0598
19213,-0.1793
19214,-0.4781
19215,-0.5777
19216,-0.4781
19217,-0.3387
19218,-0.1395
19219,-0.1195
19220,-0.0996
19221,-0.0996
19222,0.0199
19223,0.1395
19224,0.1594
19225,0.3586
19226,0.3387
19227,0.1793
19228,0.2191
19229,0.3387
19230,0.3387
19231,0.2391
19232,-0.0797
19233,-0.1992
19234,-0.4383
19235,-0.3387
19236,-0.2590
19237,-0.1793
19238,-0.1594
19239,0.0398
19240,0.2191
19241,0.3586
19242,0.4383
19243,0.4980
19244,0.3785
19245,0.2988
19246,0.1793
19247,0.0996
19248,0.1195
19249,0.0996
19250,0.0797
19251,0.0797
19252,0.1395
19253,0.0996
19254,0.1594
19255,0.1195
19256,0.1195
19257,0.0996
19258,0.0797
19259,0.0996
19260,0.1594
19261,0.1793
19262,0.1594
19263,0.2391
19264,0.1793
19265,0.1195
19266,0.0000
19267,0.0000
19268,-0.0398
19269,0.0000
19270,0.0797
19271,0.0996
19272,0.0797
19273,0.0398
19274,0.0398
19275,0.0398
19276,-0.0199
19277,-0.0797
19278,-0.0996
19279,-0.0598
19280,-0.0797
19281,-0.2590
19282,-0.1992
19283,-0.1793
19284,-0.2191
19285,-0.2590
19286,-0.2391
19287,-0.1793
19288,-0.0797
19289,-0.0398
19290,0.0598
19291,0.0398
19292,0.2191
19293,0.2789
19294,0.3586
19295,0.3586
19296,0.3188
19297,0.1594
19298,-0.1195
19299,-0.1992
19300,-0.1992
19301,-0.2988
19302,-0.4383
19303,-0.3387
19304,-0.2191
19305,-0.1594
19306,-0.0598
19307,-0.0199
19308,0.0199
19309,-0.0199
19310,-0.0797
19311,-0.1992
19312,-0.1992
19313,-0.0797
19314,0.0398
19315,-0.0398
19316,-0.1395
19317,-0.1793
19318,-0.1992
19319,-0.1395
19320,-0.1195
19321,0.0598
19322,0.2391
19323,0.3785
19324,0.4582
19325,0.3984
19326,0.2391
19327,0.0996
19328,0.0199
19329,-0.0398
19330,-0.1395
19331,-0.1992
19332,-0.1992
19333,-0.1793
19334,-0.1395
19335,-0.1992
19336,-0.0797
19337,-0.0199
19338,-0.0797
19339,-0.2789
19340,-0.4582
19341,-0.6574
19342,-0.7969
19343,-0.5777
19344,-0.4781
19345,-0.1992
19346,0.0000
19347,0.2191
19348,0.2988
19349,0.4184
19350,0.4582
19351,0.3785
19352,0.4980
19353,0.5977
19354,0.6574
19355,0.4980
19356,0.2391
19357,0.0398
19358,-0.0797
19359,-0.1992
19360,-0.1594
19361,-0.2391
19362,-0.3387
19363,-0.2789
19364,-0.0996
19365,0.1395
19366,0.2590
19367,0.2590
19368,0.2590
19369,0.2590
19370,0.2789
19371,0.2590
19372,0.2191
19373,0.2789
19374,0.2789
19375,0.2988
19376,0.0398
19377,-0.2191
19378,-0.4781
19379,-0.4383
19380,-0.2789
19381,0.1195
19382,0.2590
19383,0.3586
19384,0.3188
19385,0.3785
19386,0.3387
19387,0.0598
19388,-0.5180
19389,-0.7371
19390,-0.4582
19391,-0.1195
19392,0.1793
19393,0.4980
19394,0.5777
19395,0.7172
19396,0.7371
19397,0.6773
19398,0.6375
19399,0.4781
19400,0.4980
19401,0.2789
19402,0.1395
19403,0.0598
19404,-0.0996
19405,-0.2789
19406,-0.3188
19407,-0.3586
19408,-0.3387
19409,-0.3188
19410,-0.2789
19411,-0.2391
19412,-0.2789
19413,-0.3387
19414,-0.5180
19415,-0.5379
19416,-0.5578
19417,-0.4582
19418,-0.2988
19419,-0.1195
19420,-0.0398
19421,0.0996
19422,0.2191
19423,0.2391
19424,0.2191
19425,0.2191
19426,0.1395
19427,0.1594
19428,0.2191
19429,0.1793
19430,0.1395
19431,0.1793
19432,0.0398
19433,-0.0996
19434,-0.4184
19435,-0.5379
19436,-0.4383
19437,-0.1395
19438,0.0398
19439,0.0398
19440,0.0398
19441,0.0000
19442,0.0996
19443,0.0996
19444,-0.0598
19445,-0.2789
19446,-0.3785
19447,-0.4184
19448,-0.3785
19449,-0.1395
19450,0.0398
19451,0.2191
19452,0.2988
19453,0.4184
19454,0.3785
19455,0.2191
19456,-0.0199
19457,-0.2191
19458,-0.2590
19459,-0.0996
19460,-0.0996
19461,-0.0598
19462,-0.0398
19463,0.0398
19464,-0.0398
19465,-0.0199
19466,-0.0199
19467,0.0000
19468,-0.0199
19469,0.0199
19470,0.0996
19471,0.1793
19472,0.2789
19473,0.2391
19474,0.1992
19475,0.1594
19476,-0.0797
19477,-0.2988
19478,-0.2789
19479,-0.2789
19480,-0.0598
19481,0.0996
19482,0.2191
19483,0.2391
19484,0.2191
19485,0.2391
19486,0.2191
19487,0.1992
19488,0.1195
19489,-0.1594
19490,-0.4184
19491,-0.5578
19492,-0.5379
19493,-0.4184
19494,-0.2191
19495,-0.1594
19496,-0.0996
19497,-0.1195
19498,-0.1992
19499,-0.3586
19500,-0.5777
19501,-0.6973
19502,-0.6375
19503,-0.4582
19504,-0.0797
19505,0.3188
19506,0.6574
19507,0.7770
19508,0.7770
19509,0.7172
19510,0.4582
19511,0.2988
19512,0.1395
19513,-0.0199
19514,-0.0598
19515,-0.0199
19516,0.0797
19517,0.1594
19518,0.2391
19519,0.1992
19520,0.0398
19521,-0.0199
19522,0.0000
19523,0.0000
19524,0.0199
19525,-0.1992
19526,-0.4980
19527,-0.6574
19528,-0.7371
19529,-0.6375
19530,-0.4980
19531,-0.3387
19532,-0.3785
19533,-0.5777
19534,-0.5977
19535,-0.6176
19536,-0.3586
19537,-0.0797
19538,0.2391
19539,0.4980
19540,0.6773
19541,0.7172
19542,0.7969
19543,0.6973
19544,0.6574
19545,0.5578
19546,0.3984
19547,0.2391
19548,0.1195
19549,-0.0398
19550,-0.1594
19551,-0.2391
19552,-0.2988
19553,-0.4184
19554,-0.3387
19555,-0.3188
19556,-0.1793
19557,-0.1395
19558,-0.0996
19559,-0.0598
19560,-0.0398
19561,0.0199
19562,0.0000
19563,0.0199
19564,0.0797
19565,0.0797
19566,-0.0199
19567,-0.0199
19568,0.0199
19569,0.0398
19570,0.0996
19571,0.1195
19572,0.1395
19573,0.1195
19574,0.0598
19575,0.1395
19576,0.1793
19577,0.0996
19578,0.0797
19579,-0.1594
19580,-0.4184
19581,-0.6973
19582,-0.6973
19583,-0.6176
19584,-0.4383
19585,-0.2789
19586,-0.1195
19587,0.0199
19588,0.1594
19589,0.1992
19590,0.2988
19591,0.2988
19592,0.2789
19593,0.1395
19594,-0.1195
19595,-0.2590
19596,-0.4383
19597,-0.5977
19598,-0.7570
19599,-0.7570
19600,-0.6176
19601,-0.5180
19602,-0.2988
19603,-0.0996
19604,0.0398
19605,0.0598
19606,0.0797
19607,0.0398
19608,0.0199
19609,0.0598
19610,0.0598
19611,0.1594
19612,0.1793
19613,0.1992
19614,0.2191
19615,0.2191
19616,0.1594
19617,0.0797
19618,0.0199
19619,-0.3586
19620,-0.6375
19621,-0.7770
19622,-0.6574
19623,-0.5180
19624,-0.3188
19625,-0.1992
19626,-0.2191
19627,-0.2191
19628,-0.1992
19629,-0.1395
19630,0.0398
19631,0.2988
19632,0.4781
19633,0.6375
19634,0.6375
19635,0.5977
19636,0.5578
19637,0.5777
19638,0.4582
19639,0.2191
19640,0.1195
19641,0.1195
19642,0.0398
19643,0.0797
19644,0.0199
19645,0.0000
19646,-0.0199
19647,-0.0398
19648,-0.0199
19649,-0.1195
19650,-0.1793
19651,-0.2391
19652,-0.2789
19653,-0.2191
19654,-0.0797
19655,0.0598
19656,0.1195
19657,0.1793
19658,0.1793
19659,0.0797
19660,0.0199
19661,-0.0199
19662,-0.0598
19663,-0.0996
19664,-0.0797
19665,-0.0199
19666,-0.0797
19667,-0.0598
19668,-0.0598
19669,-0.0199
19670,-0.0996
19671,-0.1992
19672,-0.1992
19673,-0.2191
19674,-0.1793
19675,-0.1594
19676,-0.2191
19677,-0.5379
19678,-0.6773
19679,-0.6375
19680,-0.4781
19681,-0.1793
19682,0.0199
19683,0.1594
19684,0.2391
19685,0.0996
19686,0.1395
19687,0.2789
19688,0.4383
19689,0.5180
19690,0.5180
19691,0.5777
19692,0.4383
19693,0.3984
19694,0.2590
19695,0.0598
19696,-0.1195
19697,-0.3586
19698,-0.4980
19699,-0.4582
19700,-0.2590
19701,-0.1195
19702,-0.0199
19703,0.0398
19704,0.1195
19705,0.1594
19706,0.0996
19707,0.0598
19708,0.0996
19709,0.0598
19710,0.1793
19711,0.1395
19712,0.1395
19713,0.1195
19714,0.0598
19715,0.0000
19716,-0.1195
19717,-0.1594
19718,-0.1992
19719,-0.1594
19720,-0.1395
19721,-0.2590
19722,-0.2590
19723,-0.2391
19724,-0.0398
19725,0.0598
19726,0.2191
19727,0.3785
19728,0.4383
19729,0.4184
19730,0.3387
19731,0.2988
19732,0.1992
19733,0.0598
19734,-0.0598
19735,-0.1195
19736,-0.1395
19737,-0.2391
19738,-0.2191
19739,-0.2590
19740,-0.2988
19741,-0.3188
19742,-0.3984
19743,-0.2191
19744,-0.1793
19745,-0.0199
19746,-0.0797
19747,-0.1594
19748,-0.3188
19749,-0.5180
19750,-0.5578
19751,-0.4582
19752,-0.1395
19753,0.1195
19754,0.4184
19755,0.6375
19756,0.6973
19757,0.6973
19758,0.7770
19759,0.6176
19760,0.3586
19761,0.1395
19762,0.0598
19763,0.1395
19764,0.0398
19765,-0.0797
19766,-0.1594
19767,-0.3188
19768,-0.2988
19769,-0.3188
19770,-0.3188
19771,-0.3188
19772,-0.2590
19773,-0.1594
19774,-0.0996
19775,0.0199
19776,0.1793
19777,0.2789
19778,0.3785
19779,0.3984
19780,0.3387
19781,0.2391
19782,0.1195
19783,0.0996
19784,-0.0598
19785,-0.1195
19786,-0.1992
19787,-0.1992
19788,-0.1195
19789,-0.1195
19790,0.0199
19791,-0.0199
19792,0.0598
19793,0.0598
19794,0.0598
19795,0.0398
19796,0.0199
19797,-0.0199
19798,-0.0996
19799,-0.1395
19800,-0.1395
19801,-0.2391
19802,-0.2789
19803,-0.3188
19804,-0.3586
19805,-0.3984
19806,-0.4781
19807,-0.4582
19808,-0.3785
19809,-0.2789
19810,-0.1793
19811,0.0000
19812,0.0797
19813,0.1793
19814,0.2191
19815,0.2590
19816,0.3785
19817,0.3387
19818,0.2391
19819,0.1395
19820,0.0797
19821,-0.0398
19822,-0.0398
19823,-0.1195
19824,-0.2988
19825,-0.2590
19826,-0.1395
19827,0.0797
19828,0.1992
19829,0.2191
19830,0.2590
19831,0.1793
19832,0.1793
19833,0.0996
19834,-0.0398
19835,-0.0398
19836,-0.1992
19837,-0.2789
19838,-0.2391
19839,-0.1395
19840,-0.0797
19841,-0.0398
19842,0.0000
19843,0.0398
19844,-0.0199
19845,0.0199
19846,0.0398
19847,0.0797
19848,0.1195
19849,-0.0199
19850,-0.0598
19851,-0.0199
19852,0.0199
19853,0.0598
19854,0.1594
19855,0.2988
19856,0.3387
19857,0.3188
19858,0.2191
19859,0.1793
19860,0.2191
19861,0.1992
19862,0.1992
19863,0.1594
19864,0.1195
19865,0.0598
19866,0.0598
19867,0.0398
19868,0.0598
19869,0.0797
19870,0.0598
19871,0.0398
19872,0.0398
19873,0.0996
19874,-0.0996
19875,-0.1992
19876,-0.2191
19877,-0.0996
19878,-0.0199
19879,0.1594
19880,0.2590
19881,0.2391
19882,0.1992
19883,0.1992
19884,0.1594
19885,0.1395
19886,0.0598
19887,-0.1992
19888,-0.2191
19889,-0.1793
19890,-0.0996
19891,0.0199
19892,0.0996
19893,0.2988
19894,0.1992
19895,0.2590
19896,0.1594
19897,0.0598
19898,-0.0797
19899,-0.0398
19900,0.0598
19901,0.0797
19902,0.0797
19903,0.0598
19904,-0.0398
19905,0.0000
19906,-0.0398
19907,-0.0199
19908,0.0996
19909,0.1395
19910,0.2191
19911,0.3586
19912,0.3387
19913,0.3188
19914,0.2391
19915,0.1594
19916,-0.0199
19917,-0.1594
19918,-0.2191
19919,-0.2191
19920,-0.1195
19921,-0.0199
19922,0.0000
19923,-0.0199
19924,-0.0996
19925,-0.0996
19926,-0.1594
19927,-0.2191
19928,-0.2191
19929,-0.1992
19930,-0.1793
19931,-0.2789
19932,-0.2789
19933,-0.2590
19934,-0.3387
19935,-0.4184
19936,-0.3785
19937,-0.2191
19938,-0.1395
19939,-0.1395
19940,-0.1395
19941,-0.0996
19942,-0.0398
19943,0.0199
19944,0.0598
19945,0.0996
19946,0.0797
19947,0.0398
19948,0.0199
19949,0.0598
19950,0.1195
19951,0.0598
19952,0.0598
19953,0.0199
19954,-0.1992
19955,-0.2590
19956,-0.2988
19957,-0.2590
19958,-0.1793
19959,-0.0199
19960,0.0797
19961,0.1793
19962,0.1793
19963,0.1793
19964,0.0996
19965,0.0598
19966,-0.0398
19967,-0.2191
19968,-0.3984
19969,-0.6176
19970,-0.7570
19971,-0.6375
19972,-0.3984
19973,-0.1195
19974,0.1793
19975,0.3984
19976,0.4980
19977,0.5578
19978,0.6176
19979,0.6176
19980,0.5180
19981,0.4383
19982,0.3188
19983,0.1793
19984,0.0199
19985,0.0598
19986,0.0199
19987,-0.0398
19988,0.0000
19989,-0.1195
19990,-0.1395
19991,-0.2191
19992,-0.1594
19993,-0.1395
19994,-0.2191
19995,-0.1992
19996,-0.2391
19997,-0.1992
19998,-0.1395
19999,-0.0398
20000,-0.0199
20001,-0.0398
20002,-0.1195
20003,-0.1793
20004,-0.2988
20005,-0.2590
20006,-0.2191
20007,-0.1195
20008,-0.0996
20009,-0.1793
20010,-0.1594
20011,-0.1594
20012,-0.0398
20013,0.0000
20014,0.1594
20015,0.2391
20016,0.2590
20017,0.3188
20018,0.3188
20019,0.3188
20020,0.3387
20021,0.3188
20022,0.2590
20023,0.2391
20024,0.1395
20025,0.0598
20026,-0.0598
20027,-0.1395
20028,-0.2391
20029,-0.3188
20030,-0.2789
20031,-0.2789
20032,-0.1594
20033,-0.0398
20034,0.0000
20035,0.0598
20036,0.1594
20037,0.1992
20038,0.1793
20039,0.1195
20040,0.1195
20041,0.0598
20042,0.0598
20043,0.0598
20044,0.0598
20045,-0.0398
20046,-0.0797
20047,-0.1395
20048,-0.1594
20049,-0.1395
20050,-0.1395
20051,-0.2391
20052,-0.2590
20053,-0.1793
20054,-0.2191
20055,-0.0996
20056,-0.0199
20057,0.0797
20058,0.1992
20059,0.2590
20060,0.2590
20061,0.2988
20062,0.2789
20063,0.1594
20064,0.0797
20065,-0.0199
20066,-0.2789
20067,-0.4184
20068,-0.4184
20069,-0.2590
20070,-0.0398
20071,0.0598
20072,0.1793
20073,0.2590
20074,0.3188
20075,0.3188
20076,0.2789
20077,0.1195
20078,0.0996
20079,0.1195
20080,0.1594
20081,0.1195
20082,0.0598
20083,-0.1195
20084,-0.2789
20085,-0.3586
20086,-0.2590
20087,-0.1594
20088,-0.0598
20089,0.0797
20090,0.0797
20091,0.1195
20092,0.1793
20093,0.0797
20094,0.0598
20095,-0.0996
20096,-0.2789
20097,-0.3387
20098,-0.3387
20099,-0.3188
20100,-0.2391
20101,-0.0797
20102,0.0398
20103,0.1594
20104,0.1793
20105,0.1594
20106,0.0797
20107,0.0199
20108,-0.1195
20109,-0.2988
20110,-0.1793
20111,-0.1395
20112,-0.0797
20113,0.0598
20114,0.0996
20115,0.2789
20116,0.1992
20117,0.1195
20118,0.0598
20119,-0.1395
20120,-0.1793
20121,-0.1594
20122,-0.1195
20123,-0.0398
20124,0.1195
20125,0.1992
20126,0.0199
20127,-0.0598
20128,0.0598
20129,0.0996
20130,-0.0797
20131,-0.0996
20132,-0.0598
20133,0.0996
20134,0.1793
20135,0.2191
20136,0.2391
20137,0.3387
20138,0.2590
20139,0.0797
20140,0.0797
20141,0.0199
20142,0.0000
20143,-0.1793
20144,-0.2590
20145,-0.2590
20146,-0.2391
20147,-0.2789
20148,-0.2789
20149,-0.2988
20150,-0.1195
20151,0.0996
20152,0.2789
20153,0.3785
20154,0.3785
20155,0.3586
20156,0.2988
20157,0.2590
20158,0.1992
20159,0.1195
20160,0.0797
20161,0.0000
20162,-0.0598
20163,-0.1195
20164,-0.1395
20165,-0.1594
20166,-0.1992
20167,-0.2191
20168,-0.2590
20169,-0.2391
20170,-0.1992
20171,-0.1992
20172,-0.2789
20173,-0.3188
20174,-0.3785
20175,-0.3785
20176,-0.2590
20177,-0.2191
20178,-0.1793
20179,-0.2191
20180,-0.1594
20181,-0.0996
20182,-0.0996
20183,-0.1992
20184,-0.2789
20185,-0.3586
20186,-0.4184
20187,-0.3586
20188,-0.3586
20189,-0.1992
20190,0.0598
20191,0.1793
20192,0.2988
20193,0.3188
20194,0.3785
20195,0.3785
20196,0.2789
20197,0.2789
20198,0.2988
20199,0.2191
20200,0.2391
20201,0.2590
20202,0.1992
20203,0.0797
20204,-0.0199
20205,-0.0598
20206,-0.0598
20207,-0.0996
20208,-0.1594
20209,-0.2590
20210,-0.2391
20211,-0.3188
20212,-0.2191
20213,-0.2391
20214,-0.3188
20215,-0.2590
20216,-0.1195
20217,-0.0797
20218,0.0598
20219,0.0797
20220,0.0996
20221,0.0598
20222,0.0199
20223,-0.0199
20224,0.0797
20225,0.0598
20226,0.0797
20227,-0.0398
20228,-0.1594
20229,-0.1395
20230,-0.0598
20231,-0.0398
20232,0.0797
20233,0.0797
20234,0.0199
20235,0.0598
20236,0.0398
20237,-0.0598
20238,-0.0598
20239,-0.1195
20240,-0.2191
20241,-0.2191
20242,-0.1793
20243,-0.1992
20244,-0.1992
20245,-0.1992
20246,-0.1594
20247,-0.1395
20248,-0.0797
20249,-0.0797
20250,0.0000
20251,0.0000
20252,0.0000
20253,0.0000
20254,-0.0598
20255,-0.1992
20256,-0.3785
20257,-0.5379
20258,-0.6375
20259,-0.5379
20260,-0.4184
20261,-0.1594
20262,-0.0797
20263,0.0996
20264,0.2191
20265,0.3387
20266,0.4383
20267,0.4383
20268,0.3984
20269,0.4582
20270,0.3984
20271,0.2988
20272,0.2391
20273,0.2590
20274,0.1395
20275,0.0797
20276,0.0797
20277,0.1594
20278,0.1594
20279,-0.0199
20280,0.0000
20281,0.0199
20282,0.0199
20283,0.1395
20284,0.0996
20285,0.1195
20286,0.0996
20287,0.1195
20288,0.0797
20289,0.1395
20290,0.1195
20291,-0.0199
20292,-0.0996
20293,-0.1594
20294,-0.2391
20295,-0.2590
20296,-0.2789
20297,-0.2391
20298,-0.0398
20299,0.0598
20300,0.2789
20301,0.3188
20302,0.3785
20303,0.3586
20304,0.2789
20305,0.1594
20306,0.1793
20307,0.1793
20308,0.1992
20309,0.1594
20310,0.1395
20311,0.1992
20312,0.1594
20313,0.1793
20314,0.1594
20315,0.1793
20316,0.1395
20317,0.1195
20318,-0.0199
20319,-0.0398
20320,-0.0797
20321,-0.0996
20322,-0.1594
20323,-0.1395
20324,-0.2988
20325,-0.2988
20326,-0.2789
20327,-0.2590
20328,-0.2191
20329,-0.2988
20330,-0.2191
20331,-0.0797
20332,0.0598
20333,0.2191
20334,0.3188
20335,0.3984
20336,0.4383
20337,0.3387
20338,0.2590
20339,0.0797
20340,-0.0199
20341,-0.1395
20342,-0.1992
20343,-0.0797
20344,-0.0996
20345,-0.0598
20346,0.0199
20347,0.0000
20348,0.0797
20349,0.1395
20350,0.1793
20351,0.2590
20352,0.3586
20353,0.3188
20354,0.1793
20355,0.1594
20356,0.0797
20357,0.0797
20358,0.1195
20359,-0.0398
20360,0.0199
20361,-0.0598
20362,-0.1195
20363,-0.1195
20364,-0.1195
20365,-0.0398
20366,0.0398
20367,0.0996
20368,0.2191
20369,0.2391
20370,0.1594
20371,-0.0598
20372,-0.2789
20373,-0.2590
20374,-0.2391
20375,-0.1594
20376,-0.1195
20377,0.0000
20378,0.0797
20379,-0.0398
20380,-0.1793
20381,-0.2391
20382,-0.2789
20383,-0.2590
20384,-0.2590
20385,-0.0598
20386,0.0000
20387,0.0996
20388,0.0996
20389,0.0996
20390,0.1195
20391,0.0996
20392,0.1195
20393,0.0797
20394,-0.0398
20395,0.0000
20396,-0.0797
20397,-0.0598
20398,-0.0996
20399,-0.1793
20400,-0.3387
20401,-0.3984
20402,-0.4781
20403,-0.5777
20404,-0.6176
20405,-0.6773
20406,-0.6574
20407,-0.6773
20408,-0.5379
20409,-0.4383
20410,-0.2391
20411,-0.0996
20412,0.1594
20413,0.2988
20414,0.3785
20415,0.4582
20416,0.4383
20417,0.3785
20418,0.3387
20419,0.3387
20420,0.1992
20421,0.0398
20422,0.0797
20423,0.1992
20424,0.1992
20425,0.1992
20426,0.1395
20427,-0.0398
20428,-0.2590
20429,-0.2590
20430,-0.0996
20431,-0.0199
20432,-0.0398
20433,-0.0398
20434,-0.0199
20435,0.0398
20436,-0.0598
20437,-0.0797
20438,-0.2191
20439,-0.3586
20440,-0.4781
20441,-0.5777
20442,-0.4781
20443,-0.3387
20444,-0.2391
20445,-0.0398
20446,0.1195
20447,0.2789
20448,0.3586
20449,0.3387
20450,0.2789
20451,0.1992
20452,0.0797
20453,0.1395
20454,0.2391
20455,0.2590
20456,0.3387
20457,0.3188
20458,0.3188
20459,0.1793
20460,0.0996
20461,-0.1395
20462,-0.3188
20463,-0.3586
20464,-0.2590
20465,-0.2590
20466,-0.0996
20467,0.0598
20468,0.1395
20469,0.1195
20470,0.1195
20471,0.0797
20472,0.0996
20473,0.1793
20474,0.1793
20475,0.2789
20476,0.2590
20477,0.2391
20478,0.2391
20479,0.1793
20480,0.0398
20481,-0.1594
20482,-0.4184
20483,-0.6176
20484,-0.5977
20485,-0.4184
20486,-0.3188
20487,-0.2191
20488,-0.0996
20489,-0.0398
20490,0.1594
20491,0.2391
20492,0.3586
20493,0.4184
20494,0.4582
20495,0.5180
20496,0.4383
20497,0.3586
20498,0.2590
20499,0.2191
20500,0.0398
20501,0.0000
20502,0.0398
20503,-0.0797
20504,-0.4383
20505,-0.4582
20506,-0.4184
20507,-0.2191
20508,0.0000
20509,0.2391
20510,0.2789
20511,0.2391
20512,0.1793
20513,0.2191
20514,0.1195
20515,-0.0398
20516,-0.1195
20517,-0.1992
20518,-0.0996
20519,-0.0398
20520,0.0598
20521,0.0199
20522,0.0797
20523,-0.0199
20524,-0.1195
20525,-0.2191
20526,-0.2590
20527,-0.3387
20528,-0.4383
20529,-0.6973
20530,-0.7770
20531,-0.7172
20532,-0.4383
20533,-0.4383
20534,-0.4582
20535,-0.3785
20536,-0.0996
20537,0.0996
20538,0.4781
20539,0.8168
20540,1.0160
20541,0.8766
20542,0.6973
20543,0.6574
20544,0.5578
20545,0.4184
20546,0.3188
20547,0.0199
20548,-0.0996
20549,-0.0996
20550,0.0000
20551,0.0598
20552,-0.0398
20553,-0.0598
20554,-0.0996
20555,-0.0398
20556,-0.1395
20557,-0.3188
20558,-0.4383
20559,-0.5180
20560,-0.4184
20561,-0.4980
20562,-0.6973
20563,-0.8965
20564,-0.6973
20565,-0.3785
20566,-0.0996
20567,0.1395
20568,0.6176
20569,0.8367
20570,1.0559
20571,1.1355
20572,1.0359
20573,0.7770
20574,0.4781
20575,0.2988
20576,0.3188
20577,0.3188
20578,0.2391
20579,0.0598
20580,-0.0398
20581,-0.0996
20582,-0.0598
20583,-0.1195
20584,-0.1395
20585,-0.1793
20586,-0.1594
20587,-0.1594
20588,-0.0996
20589,-0.0996
20590,-0.2191
20591,-0.4781
20592,-0.4781
20593,-0.3984
20594,-0.2391
20595,-0.0797
20596,-0.0398
20597,-0.0398
20598,-0.0598
20599,-0.0199
20600,-0.0797
20601,-0.1195
20602,-0.1195
20603,-0.0598
20604,0.0000
20605,0.0000
20606,-0.0398
20607,-0.1195
20608,-0.1992
20609,-0.2988
20610,-0.2391
20611,-0.0996
20612,0.0598
20613,0.0996
20614,0.0797
20615,-0.0398
20616,0.0000
20617,0.0996
20618,0.1793
20619,0.1395
20620,0.1195
20621,0.0996
20622,0.0598
20623,-0.0797
20624,-0.1395
20625,-0.1793
20626,-0.1195
20627,-0.1395
20628,-0.0398
20629,-0.0797
20630,-0.2590
20631,-0.6375
20632,-0.9363
20633,-0.7969
20634,-0.5777
20635,-0.2391
20636,0.0797
20637,0.3785
20638,0.4582
20639,0.3785
20640,0.2789
20641,0.0797
20642,0.0199
20643,-0.0598
20644,-0.0199
20645,0.0598
20646,0.1195
20647,0.1195
20648,0.0797
20649,-0.0199
20650,-0.0598
20651,-0.0598
20652,-0.1594
20653,-0.2191
20654,-0.2191
20655,-0.3785
20656,-0.7371
20657,-0.9563
20658,-0.9762
20659,-0.7969
20660,-0.2590
20661,-0.0797
20662,-0.0598
20663,0.1395
20664,0.3188
20665,0.5977
20666,0.7570
20667,0.8168
20668,0.8566
20669,0.7969
20670,0.6973
20671,0.5379
20672,0.4582
20673,0.3586
20674,0.3188
20675,0.2191
20676,0.0598
20677,0.0000
20678,-0.0797
20679,-0.1195
20680,-0.1594
20681,-0.1594
20682,-0.1793
20683,-0.1992
20684,-0.2391
20685,-0.3188
20686,-0.3188
20687,-0.3586
20688,-0.2590
20689,-0.2590
20690,-0.2789
20691,-0.2391
20692,-0.1594
20693,-0.0598
20694,-0.0398
20695,-0.0598
20696,-0.1594
20697,-0.3387
20698,-0.6773
20699,-0.9363
20700,-0.8168
20701,-0.5977
20702,-0.2590
20703,-0.0199
20704,0.1992
20705,0.3586
20706,0.4781
20707,0.4781
20708,0.5379
20709,0.4781
20710,0.3785
20711,0.1992
20712,-0.2191
20713,-0.5578
20714,-0.8566
20715,-0.8965
20716,-0.6773
20717,-0.3387
20718,-0.0398
20719,0.2988
20720,0.5379
20721,0.6375
20722,0.5977
20723,0.1992
20724,-0.1793
20725,-0.1594
20726,-0.1195
20727,0.2191
20728,0.4980
20729,0.6375
20730,0.5379
20731,0.1992
20732,0.1195
20733,0.0797
20734,0.0996
20735,0.1195
20736,0.0598
20737,0.1195
20738,0.1594
20739,0.3188
20740,0.3586
20741,0.2789
20742,0.1195
20743,0.0598
20744,-0.0797
20745,-0.0996
20746,-0.1195
20747,-0.0797
20748,-0.0398
20749,0.0398
20750,0.1195
20751,0.1195
20752,0.0398
20753,-0.0199
20754,-0.0797
20755,-0.0598
20756,-0.2789
20757,-0.3188
20758,-0.2988
20759,-0.2391
20760,-0.2191
20761,-0.1992
20762,-0.2391
20763,-0.3387
20764,-0.5777
20765,-0.4980
20766,-0.4781
20767,-0.4184
20768,-0.5578
20769,-0.5180
20770,-0.2789
20771,0.0398
20772,0.0996
20773,-0.0996
20774,-0.1395
20775,-0.0598
20776,0.1395
20777,0.2590
20778,0.2391
20779,0.2789
20780,0.3785
20781,0.4383
20782,0.3188
20783,0.2789
20784,0.3387
20785,0.3586
20786,0.2789
20787,0.1793
20788,0.1594
20789,0.0996
20790,0.0398
20791,-0.0598
20792,-0.0398
20793,-0.0398
20794,-0.0398
20795,-0.1395
20796,-0.4980
20797,-0.6973
20798,-0.6773
20799,-0.4980
20800,-0.2391
20801,-0.0199
20802,0.0996
20803,0.2789
20804,0.2391
20805,0.1992
20806,0.0996
20807,-0.0199
20808,-0.0398
20809,-0.2789
20810,-0.6375
20811,-0.5578
20812,-0.3188
20813,0.0000
20814,0.2590
