Time (s),Kanaal 1
200,0.0797
201,-0.0398
202,0.0199
203,-0.0598
204,-0.1395
205,-0.0797
206,-0.0398
207,-0.0398
208,0.0000
209,-0.0398
210,-0.0598
211,-0.0398
212,-0.0996
213,-0.1395
214,-0.1395
215,-0.1594
216,-0.1594
217,-0.1395
218,-0.1395
219,-0.0797
220,-0.0797
221,-0.0996
222,-0.1793
223,-0.1793
224,-0.1992
225,-0.1992
226,-0.2391
227,-0.1992
228,-0.1992
229,-0.2191
230,-0.2191
231,-0.2391
232,-0.1992
233,-0.2191
234,-0.2191
235,-0.2191
236,-0.2391
237,-0.2391
238,-0.1793
239,-0.1594
240,-0.1793
241,-0.2789
242,-0.3586
243,-0.4383
244,-0.4980
245,-0.4980
246,-0.5379
247,-0.5379
248,-0.4383
249,-0.4184
250,-0.3586
251,-0.3586
252,-0.3586
253,-0.3387
254,-0.3586
255,-0.3387
256,-0.3586
257,-0.3785
258,-0.2988
259,-0.3984
260,-0.3984
261,-0.4184
262,-0.3984
263,-0.4184
264,-0.4184
265,-0.4781
266,-0.3785
267,-0.3984
268,-0.3586
269,-0.3785
270,-0.3586
271,-0.3387
272,-0.3785
273,-0.2988
274,-0.2988
275,-0.2191
276,-0.2789
277,-0.2391
278,-0.2391
279,-0.1992
280,-0.2391
281,-0.1594
282,-0.1793
283,-0.1395
284,-0.1594
285,-0.1594
286,-0.1195
287,-0.0797
288,0.0199
289,0.0000
290,-0.0398
291,-0.0598
292,-0.0398
293,-0.0598
294,-0.0996
295,-0.1195
296,-0.1594
297,-0.1793
298,-0.1195
299,-0.1195
300,-0.0797
301,-0.0398
302,-0.0398
303,-0.0598
304,-0.0797
305,-0.0797
306,-0.1395
307,-0.1594
308,-0.1195
309,-0.1395
310,-0.1594
311,-0.1992
312,-0.1594
313,-0.1594
314,-0.1395
315,-0.0996
316,0.0199
317,0.0000
318,0.0199
319,-0.0598
320,-0.0996
321,-0.1793
322,-0.1395
323,-0.1594
324,-0.1594
325,-0.1594
326,-0.1195
327,-0.1395
328,-0.1793
329,-0.1992
330,-0.2191
331,-0.1793
332,-0.2391
333,-0.2191
334,-0.1195
335,-0.0996
336,-0.0996
337,-0.0199
338,-0.0398
339,0.0199
340,0.0398
341,0.0398
342,0.0797
343,0.0996
344,0.0598
345,0.0598
346,0.0996
347,0.1195
348,0.1195
349,0.1395
350,0.1395
351,0.1395
352,0.0996
353,0.0996
354,0.0996
355,0.0996
356,0.1395
357,0.1395
358,0.1793
359,0.1594
360,0.2191
361,0.2789
362,0.2590
363,0.2391
364,0.1594
365,0.1395
366,0.1195
367,0.1195
368,0.0598
369,0.0797
370,0.0598
371,0.0598
372,0.1195
373,0.1395
374,0.1594
375,0.2191
376,0.1594
377,0.1594
378,0.1594
379,0.1594
380,0.1793
381,0.1992
382,0.1793
383,0.2391
384,0.2391
385,0.1793
386,0.1793
387,0.1395
388,0.1594
389,0.1793
390,0.2789
391,0.2988
392,0.2789
393,0.1992
394,0.1793
395,0.0797
396,0.0598
397,0.0000
398,-0.0199
399,-0.0797
400,-0.0598
401,-0.0598
402,-0.0598
403,-0.0996
404,-0.0797
405,-0.0996
406,-0.0598
407,-0.0398
408,-0.0199
409,-0.0398
410,-0.0398
411,0.0000
412,0.0199
413,0.0996
414,0.0398
415,0.0398
416,0.0199
417,-0.0398
418,0.0000
419,0.0199
420,0.1395
421,0.1793
422,0.0996
423,0.0199
424,0.0000
425,0.0199
426,0.0000
427,-0.0598
428,-0.0797
429,0.0398
430,0.0797
431,0.1195
432,0.1395
433,0.0996
434,0.1395
435,0.1395
436,0.1793
437,0.1992
438,0.2391
439,0.1992
440,0.2789
441,0.2191
442,0.2191
443,0.2391
444,0.2988
445,0.2590
446,0.2789
447,0.2789
448,0.2988
449,0.2988
450,0.2789
451,0.2590
452,0.2191
453,0.2391
454,0.2391
455,0.2191
456,0.2789
457,0.2789
458,0.3586
459,0.3188
460,0.2988
461,0.3586
462,0.3586
463,0.3188
464,0.2789
465,0.2590
466,0.3188
467,0.4184
468,0.3984
469,0.3387
470,0.2789
471,0.2191
472,0.2191
473,0.1594
474,0.1395
475,0.0996
476,0.1195
477,0.0797
478,0.0996
479,0.0598
480,0.0598
481,0.0398
482,0.0797
483,0.0797
484,0.1395
485,0.1195
486,0.1195
487,0.0996
488,0.1395
489,0.0598
490,0.0398
491,0.0199
492,-0.0398
493,-0.0996
494,-0.0797
495,-0.1195
496,-0.1195
497,-0.0996
498,-0.0797
499,-0.1395
500,-0.0598
501,-0.0797
502,-0.0996
503,-0.0598
504,0.0000
505,-0.0398
506,-0.0398
507,-0.0199
508,-0.0199
509,-0.0598
510,-0.0199
511,-0.0598
512,-0.0996
513,-0.0996
514,-0.0996
515,-0.0398
516,-0.0199
517,-0.0398
518,-0.0398
519,-0.0398
520,-0.0797
521,-0.1395
522,-0.2391
523,-0.1793
524,-0.2391
525,-0.2590
526,-0.2789
527,-0.2590
528,-0.2590
529,-0.2391
530,-0.1992
531,-0.2391
532,-0.1793
533,-0.1793
534,-0.1594
535,-0.1395
536,-0.0398
537,-0.0797
538,-0.0598
539,-0.0797
540,-0.0996
541,-0.0598
542,-0.0398
543,0.0000
544,0.0000
545,-0.0199
546,0.0199
547,-0.0598
548,-0.0996
549,-0.1195
550,-0.0797
551,-0.0797
552,-0.1395
553,-0.0996
554,-0.0797
555,0.0000
556,0.0000
557,-0.0598
558,-0.0797
559,-0.1195
560,-0.0996
561,-0.1395
562,-0.0996
563,-0.0996
564,-0.1395
565,-0.1594
566,-0.1395
567,-0.2590
568,-0.2590
569,-0.2789
570,-0.2590
571,-0.2590
572,-0.2789
573,-0.2789
574,-0.2789
575,-0.2391
576,-0.1793
577,-0.1793
578,-0.2391
579,-0.1992
580,-0.0996
581,-0.1793
582,-0.2391
583,-0.1395
584,-0.1395
585,-0.0996
586,-0.0996
587,-0.0996
588,-0.0797
589,-0.1195
590,-0.0598
591,-0.0199
592,-0.0598
593,0.0000
594,0.0000
595,-0.0398
596,0.0000
597,0.0000
598,0.0398
599,0.0000
600,0.0000
601,-0.0398
602,-0.0598
603,-0.0398
604,-0.0996
605,-0.0797
606,-0.0797
607,-0.0598
608,-0.0598
609,-0.0598
610,-0.0797
611,-0.0598
612,-0.0797
613,-0.0996
614,-0.0797
615,-0.0797
616,-0.0797
617,-0.0797
618,-0.0398
619,-0.0398
620,-0.0199
621,-0.0797
622,0.0000
623,-0.0598
624,0.0000
625,0.0797
626,0.0996
627,0.0398
628,0.0797
629,0.0000
630,-0.0199
631,-0.0598
632,-0.1195
633,-0.0797
634,-0.0797
635,0.0000
636,-0.0398
637,-0.0598
638,-0.0398
639,-0.0199
640,0.0598
641,0.0996
642,0.1395
643,0.1195
644,0.1395
645,0.0598
646,0.0398
647,0.0000
648,-0.0199
649,-0.0996
650,-0.1195
651,-0.1594
652,-0.1594
653,-0.1594
654,-0.0598
655,-0.0398
656,-0.0598
657,0.0000
658,-0.0398
659,-0.0598
660,-0.0797
661,-0.1195
662,-0.0996
663,-0.0598
664,-0.0996
665,-0.0996
666,-0.1195
667,-0.0797
668,-0.0398
669,-0.0398
670,-0.0996
671,-0.0398
672,-0.0598
673,0.0000
674,0.0996
675,0.0996
676,0.1395
677,0.1195
678,0.1395
679,0.0598
680,0.0199
681,0.0598
682,0.0199
683,0.0598
684,0.0598
685,0.0598
686,0.0996
687,0.0996
688,0.0996
689,0.1395
690,0.2590
691,0.1395
692,0.2391
693,0.2391
694,0.1992
695,0.1793
696,0.1195
697,0.0398
698,0.0398
699,0.0199
700,0.0000
701,0.0797
702,0.0797
703,0.0996
704,0.0598
705,0.0598
706,0.1395
707,0.1395
708,0.0996
709,0.0199
710,0.0797
711,0.0797
712,0.0199
713,0.0398
714,0.0000
715,0.0000
716,-0.0199
717,0.0000
718,0.0199
719,0.0000
720,0.0598
721,0.0000
722,-0.0199
723,0.0598
724,0.0797
725,0.0398
726,0.0199
727,-0.0398
728,-0.0199
729,-0.0398
730,-0.0199
731,-0.0996
732,-0.0996
733,-0.0199
734,-0.0797
735,-0.0797
736,-0.0398
737,-0.0797
738,-0.0199
739,-0.0199
740,0.0000
741,0.0598
742,-0.0199
743,0.0000
744,-0.0199
745,0.0000
746,-0.0398
747,-0.0199
748,-0.0398
749,-0.0199
750,-0.0996
751,-0.0398
752,-0.0199
753,0.0199
754,0.0797
755,0.0996
756,0.1594
757,0.2590
758,0.2988
759,0.3387
760,0.2391
761,0.1594
762,0.0797
763,-0.0598
764,-0.0598
765,-0.1195
766,-0.1594
767,-0.1992
768,-0.1395
769,-0.0797
770,-0.0996
771,-0.0797
772,-0.1195
773,-0.1395
774,-0.1793
775,-0.0996
776,-0.1195
777,-0.1395
778,-0.1195
779,-0.1594
780,-0.1195
781,-0.0996
782,-0.1395
783,-0.0797
784,-0.1195
785,-0.0996
786,-0.0996
787,-0.0398
788,-0.0199
789,0.0000
790,-0.0398
791,0.0000
792,-0.0199
793,0.0000
794,0.0199
795,0.0398
796,0.0000
797,-0.0598
798,-0.0598
799,-0.1594
800,-0.1793
801,-0.1395
802,-0.0996
803,-0.1395
804,-0.0797
805,-0.1395
806,-0.0797
807,-0.1395
808,-0.0598
809,-0.0398
810,-0.0398
811,0.0000
812,0.0000
813,0.0000
814,0.0199
815,0.0398
816,-0.0199
817,-0.0398
818,0.0199
819,0.0199
820,0.0199
821,0.0199
822,0.0199
823,0.0398
824,0.0598
825,0.0996
826,0.1195
827,0.0398
828,0.0398
829,-0.0199
830,-0.0398
831,-0.0199
832,0.0000
833,-0.0199
834,0.0398
835,0.0996
836,0.0797
837,0.0000
838,-0.0398
839,-0.0199
840,-0.0199
841,-0.0598
842,-0.0996
843,-0.0797
844,0.0000
845,0.0199
846,-0.0199
847,0.0398
848,0.1594
849,0.1594
850,0.1992
851,0.3984
852,0.3785
853,0.4582
854,0.3785
855,0.3188
856,0.2590
857,0.1992
858,0.1395
859,0.0797
860,0.1195
861,0.0598
862,0.0598
863,0.0398
864,-0.0199
865,0.0000
866,-0.0797
867,-0.0199
868,0.0000
869,0.0199
870,0.0598
871,0.0598
872,0.0398
873,0.0000
874,0.0199
875,0.0398
876,0.0598
877,0.0199
878,-0.0199
879,0.0000
880,0.0199
881,0.0398
882,0.0996
883,0.1395
884,0.1395
885,0.0797
886,-0.0199
887,-0.0797
888,-0.0996
889,-0.0996
890,-0.1395
891,-0.1594
892,-0.1195
893,-0.1793
894,-0.0996
895,-0.0996
896,-0.0797
897,-0.0797
898,-0.0398
899,0.0398
900,-0.0598
901,-0.0996
902,-0.1594
903,-0.1992
904,-0.2391
905,-0.1992
906,-0.2391
907,-0.1992
908,-0.1992
909,-0.2191
910,-0.1992
911,-0.2191
912,-0.1992
913,-0.1992
914,-0.1195
915,-0.1395
916,-0.0598
917,-0.0199
918,0.0398
919,0.0398
920,0.0199
921,0.0598
922,0.0000
923,0.0598
924,0.0199
925,0.0598
926,0.0797
927,0.0797
928,0.0598
929,0.0199
930,0.0797
931,0.0797
932,-0.0398
933,0.0199
934,-0.0199
935,0.0000
936,0.0000
937,0.0000
938,0.0199
939,0.0199
940,0.0199
941,0.0398
942,0.0398
943,0.0199
944,0.0000
945,-0.0398
946,-0.0398
947,-0.0398
948,-0.0199
949,-0.0996
950,-0.1594
951,-0.1594
952,-0.1793
953,-0.1395
954,-0.1195
955,-0.0996
956,-0.1594
957,-0.0797
958,-0.1395
959,-0.0996
960,-0.0996
961,-0.1992
962,-0.2191
963,-0.1992
964,-0.2191
965,-0.2590
966,-0.1793
967,-0.2391
968,-0.2391
969,-0.2391
970,-0.1793
971,-0.1395
972,-0.1594
973,-0.1395
974,-0.1395
975,-0.1594
976,-0.0797
977,-0.0598
978,-0.0598
979,-0.1195
980,-0.1992
981,-0.2191
982,-0.2789
983,-0.2391
984,-0.1992
985,-0.1992
986,-0.1195
987,-0.1195
988,-0.1395
989,-0.1195
990,-0.0797
991,-0.0199
992,0.0996
993,0.1395
994,0.1195
995,0.0598
996,0.0000
997,-0.0797
998,-0.1195
999,-0.1395
1000,-0.1793
1001,-0.1594
1002,-0.1195
1003,-0.1992
1004,-0.1992
1005,-0.1793
1006,-0.1395
1007,-0.1793
1008,-0.1594
1009,-0.2391
1010,-0.1992
1011,-0.1594
1012,-0.1594
1013,-0.0797
1014,-0.1195
1015,-0.1195
1016,-0.0398
1017,0.0000
1018,0.0000
1019,0.0199
1020,-0.0199
1021,0.0199
1022,0.0598
1023,0.0199
1024,0.0598
1025,0.0996
1026,0.0598
1027,0.0996
1028,0.1195
1029,0.1195
1030,0.0996
1031,0.1195
1032,0.1594
1033,0.1594
1034,0.1793
1035,0.2191
1036,0.2391
1037,0.2789
1038,0.1992
1039,0.2789
1040,0.2988
1041,0.2391
1042,0.1594
1043,0.1195
1044,0.0996
1045,0.0598
1046,0.0000
1047,0.0598
1048,0.0598
1049,0.0000
1050,0.0000
1051,0.0398
1052,0.0996
1053,0.0797
1054,0.0598
1055,0.0199
1056,-0.0199
1057,-0.1594
1058,-0.2391
1059,-0.2191
1060,-0.1793
1061,-0.1992
1062,-0.1992
1063,-0.1793
1064,-0.0996
1065,-0.0598
1066,-0.0199
1067,-0.0398
1068,-0.0199
1069,-0.1195
1070,-0.1195
1071,-0.0797
1072,-0.0797
1073,-0.0996
1074,-0.0797
1075,-0.1195
1076,-0.0598
1077,-0.0398
1078,0.0000
1079,-0.0598
1080,-0.0398
1081,-0.0996
1082,-0.0996
1083,0.0996
1084,0.2191
1085,0.2191
1086,0.1594
1087,0.0199
1088,0.0398
1089,-0.0598
1090,-0.2391
1091,-0.2988
1092,-0.3785
1093,-0.4383
1094,-0.4184
1095,-0.4184
1096,-0.3188
1097,-0.3586
1098,-0.2391
1099,-0.1793
1100,-0.1594
1101,-0.1195
1102,-0.1395
1103,-0.0797
1104,-0.0398
1105,-0.0398
1106,-0.0797
1107,-0.0598
1108,0.0000
1109,-0.0398
1110,-0.0598
1111,-0.0598
1112,-0.0398
1113,-0.0598
1114,-0.0598
1115,0.0598
1116,0.1195
1117,0.1195
1118,0.1195
1119,0.0598
1120,-0.0398
1121,-0.1395
1122,-0.1992
1123,-0.1793
1124,-0.2988
1125,-0.2191
1126,-0.2191
1127,-0.2191
1128,-0.1992
1129,-0.1793
1130,-0.1395
1131,-0.1195
1132,-0.0996
1133,-0.0398
1134,0.0000
1135,0.0598
1136,0.0598
1137,0.0797
1138,0.1395
1139,0.1594
1140,0.1992
1141,0.1793
1142,0.1195
1143,0.1195
1144,0.1395
1145,0.1793
1146,0.1395
1147,0.1395
1148,0.2191
1149,0.3188
1150,0.3188
1151,0.2590
1152,0.2988
1153,0.3785
1154,0.3586
1155,0.2590
1156,0.0996
1157,0.0996
1158,0.1195
1159,0.0398
1160,0.0398
1161,-0.0398
1162,-0.0398
1163,-0.1395
1164,-0.2191
1165,-0.2391
1166,-0.2590
1167,-0.2789
1168,-0.1793
1169,-0.0398
1170,0.0199
1171,0.0598
1172,0.0398
1173,0.0398
1174,-0.0398
1175,-0.0797
1176,-0.0598
1177,-0.0199
1178,0.0398
1179,0.1395
1180,0.0598
1181,0.0996
1182,0.0598
1183,0.1195
1184,0.0000
1185,0.0000
1186,-0.0797
1187,-0.1395
1188,-0.2191
1189,-0.2789
1190,-0.2789
1191,-0.2590
1192,-0.2789
1193,-0.1594
1194,-0.1395
1195,-0.0996
1196,0.0000
1197,0.0000
1198,0.0199
1199,0.0398
1200,-0.0199
1201,0.0000
1202,-0.0398
1203,-0.0797
1204,-0.0996
1205,0.0000
1206,0.0000
1207,0.0199
1208,0.1395
1209,0.1793
1210,0.2191
1211,0.1594
1212,0.2391
1213,0.2191
1214,0.0996
1215,-0.0797
1216,-0.2391
1217,-0.3586
1218,-0.4781
1219,-0.4980
1220,-0.5578
1221,-0.5379
1222,-0.4582
1223,-0.3586
1224,-0.3387
1225,-0.2988
1226,-0.2391
1227,-0.2988
1228,-0.1992
1229,-0.1793
1230,-0.0398
1231,0.0000
1232,-0.0199
1233,0.0598
1234,0.1195
1235,0.0598
1236,0.0000
1237,-0.1195
1238,-0.1594
1239,-0.1395
1240,-0.1594
1241,-0.1395
1242,-0.0996
1243,-0.1594
1244,-0.1395
1245,-0.0996
1246,-0.1395
1247,-0.1195
1248,-0.0797
1249,-0.0398
1250,-0.0199
1251,0.0000
1252,0.0398
1253,0.0199
1254,0.0000
1255,-0.0199
1256,0.0398
1257,0.0797
1258,0.2191
1259,0.3785
1260,0.3785
1261,0.3188
1262,0.1793
1263,0.1594
1264,0.1793
1265,0.0797
1266,0.0797
1267,0.1992
1268,0.2191
1269,0.1195
1270,0.0398
1271,-0.1195
1272,-0.1793
1273,-0.2391
1274,-0.3188
1275,-0.3984
1276,-0.3188
1277,-0.1793
1278,-0.1395
1279,-0.0398
1280,-0.0797
1281,-0.0398
1282,-0.0797
1283,-0.0598
1284,0.0199
1285,-0.0398
1286,0.0598
1287,0.0199
1288,0.0797
1289,0.0996
1290,0.1395
1291,0.1395
1292,0.1395
1293,0.0797
1294,0.1594
1295,0.2391
1296,0.1594
1297,0.0996
1298,0.0996
1299,0.1195
1300,0.0598
1301,0.0398
1302,-0.0199
1303,-0.0797
1304,-0.0996
1305,-0.0996
1306,-0.0797
1307,-0.0996
1308,-0.0797
1309,-0.0398
1310,-0.0598
1311,0.0000
1312,-0.0199
1313,0.0199
1314,0.1195
1315,0.2789
1316,0.3785
1317,0.4781
1318,0.4781
1319,0.3785
1320,0.1793
1321,0.0199
1322,-0.0797
1323,-0.1195
1324,-0.1992
1325,-0.2789
1326,-0.2191
1327,-0.1793
1328,-0.0797
1329,-0.0598
1330,-0.0797
1331,0.0598
1332,0.1793
1333,0.2191
1334,0.0996
1335,0.0797
1336,0.0199
1337,-0.0598
1338,-0.0398
1339,-0.1195
1340,-0.0598
1341,-0.0199
1342,0.0000
1343,0.0199
1344,0.0598
1345,0.1395
1346,0.2191
1347,0.1793
1348,0.1793
1349,0.1594
1350,0.1594
1351,0.0199
1352,0.0199
1353,0.0199
1354,0.0199
1355,-0.0199
1356,0.0398
1357,0.0598
1358,0.0598
1359,0.0199
1360,0.0199
1361,0.0797
1362,0.0398
1363,0.0996
1364,0.1992
1365,0.1793
1366,0.1793
1367,0.1594
1368,0.0996
1369,-0.0398
1370,-0.1395
1371,-0.1195
1372,-0.1395
1373,-0.1395
1374,-0.0398
1375,0.0199
1376,0.0398
1377,0.1992
1378,0.2789
1379,0.2191
1380,0.2391
1381,0.2191
1382,0.2988
1383,0.2789
1384,0.1395
1385,0.0000
1386,-0.0598
1387,-0.1195
1388,-0.2191
1389,-0.2789
1390,-0.2590
1391,-0.2988
1392,-0.2590
1393,-0.2590
1394,-0.2391
1395,-0.1992
1396,-0.1594
1397,-0.1195
1398,-0.0598
1399,0.0000
1400,0.0199
1401,0.0398
1402,0.0797
1403,0.0996
1404,0.0797
1405,0.1395
1406,0.1395
1407,0.1195
1408,0.1594
1409,0.1793
1410,0.1992
1411,0.1793
1412,0.1594
1413,0.1395
1414,0.0996
1415,0.0199
1416,0.0199
1417,-0.0996
1418,-0.0598
1419,-0.0598
1420,-0.0398
1421,-0.0398
1422,0.0199
1423,0.1195
1424,0.1395
1425,0.0996
1426,0.0996
1427,0.1195
1428,0.0797
1429,0.1395
1430,0.0996
1431,0.1195
1432,0.1195
1433,0.0797
1434,0.0598
1435,-0.0398
1436,-0.0398
1437,-0.0797
1438,-0.0797
1439,0.0000
1440,0.0598
1441,0.1195
1442,0.1992
1443,0.1594
1444,0.0996
1445,0.0199
1446,-0.0996
1447,-0.1992
1448,-0.2590
1449,-0.2789
1450,-0.2789
1451,-0.2988
1452,-0.2988
1453,-0.2191
1454,-0.2391
1455,-0.1195
1456,-0.0797
1457,-0.0797
1458,-0.0398
1459,0.0000
1460,-0.0199
1461,0.0000
1462,-0.0199
1463,0.0199
1464,0.1395
1465,0.1594
1466,0.1992
1467,0.1594
1468,0.1395
1469,0.1594
1470,0.1992
1471,0.2191
1472,0.3188
1473,0.2590
1474,0.1992
1475,0.3387
1476,0.2590
1477,0.1793
1478,0.0598
1479,-0.0199
1480,-0.1793
1481,-0.2191
1482,-0.1793
1483,-0.1992
1484,-0.1395
1485,-0.0797
1486,0.1594
1487,0.2191
1488,0.2191
1489,0.1992
1490,0.0598
1491,0.0199
1492,-0.0199
1493,-0.0598
1494,-0.0199
1495,0.1195
1496,0.1395
1497,0.2391
1498,0.1992
1499,0.1395
1500,0.1395
1501,0.1395
1502,0.1395
1503,0.3387
1504,0.3984
1505,0.3984
1506,0.2789
1507,0.2191
1508,0.1594
1509,0.0598
1510,-0.0199
1511,-0.0199
1512,-0.0199
1513,0.0199
1514,-0.0398
1515,-0.0199
1516,-0.0199
1517,-0.0199
1518,0.0199
1519,0.0398
1520,0.0797
1521,0.1195
1522,0.0996
1523,0.0598
1524,0.0000
1525,-0.0797
1526,-0.1195
1527,-0.2191
1528,-0.2191
1529,-0.2191
1530,-0.2391
1531,-0.1992
1532,-0.1992
1533,-0.2191
1534,-0.1395
1535,-0.1395
1536,-0.1195
1537,-0.1395
1538,-0.0598
1539,0.0199
1540,0.0000
1541,0.0598
1542,0.1195
1543,0.2391
1544,0.3188
1545,0.2988
1546,0.0996
1547,-0.1195
1548,-0.2789
1549,-0.3785
1550,-0.4582
1551,-0.5379
1552,-0.5777
1553,-0.4980
1554,-0.3984
1555,-0.2988
1556,-0.2590
1557,-0.1992
1558,-0.1594
1559,-0.0199
1560,0.0199
1561,0.0996
1562,0.0398
1563,0.0598
1564,0.0598
1565,0.0598
1566,0.0996
1567,0.2191
1568,0.2988
1569,0.2988
1570,0.2590
1571,0.2988
1572,0.2590
1573,0.2191
1574,0.1395
1575,0.0398
1576,-0.0598
1577,-0.0398
1578,-0.0598
1579,-0.1395
1580,-0.1594
1581,-0.1594
1582,-0.1992
1583,-0.2191
1584,-0.2789
1585,-0.2590
1586,-0.2590
1587,-0.2191
1588,-0.0398
1589,-0.0398
1590,0.0398
1591,0.0797
1592,0.0996
1593,0.0797
1594,0.1594
1595,0.1992
1596,0.2590
1597,0.2191
1598,0.2191
1599,0.1594
1600,0.1793
1601,0.1594
1602,0.0996
1603,0.0797
1604,-0.0398
1605,-0.1195
1606,-0.0199
1607,-0.0598
1608,-0.0598
1609,-0.0797
1610,-0.0398
1611,-0.0398
1612,-0.0996
1613,-0.0996
1614,-0.2191
1615,-0.1992
1616,-0.1992
1617,-0.2191
1618,-0.1594
1619,-0.1395
1620,-0.0598
1621,0.0797
1622,0.0797
1623,0.1594
1624,0.0598
1625,0.1395
1626,0.0996
1627,0.0598
1628,0.0398
1629,0.0797
1630,0.0598
1631,0.0996
1632,0.1195
1633,0.2988
1634,0.3984
1635,0.4781
1636,0.4781
1637,0.2988
1638,0.1793
1639,-0.0398
1640,-0.1594
1641,-0.1992
1642,-0.1395
1643,-0.1395
1644,-0.1195
1645,-0.2191
1646,-0.1992
1647,-0.2391
1648,-0.2988
1649,-0.3586
1650,-0.2391
1651,-0.1793
1652,-0.0996
1653,-0.0598
1654,0.0199
1655,0.0797
1656,0.0996
1657,0.0598
1658,0.0996
1659,0.0996
1660,0.1992
1661,0.1992
1662,0.2789
1663,0.3586
1664,0.4980
1665,0.6176
1666,0.5977
1667,0.5777
1668,0.4582
1669,0.3188
1670,0.2391
1671,0.0797
1672,-0.0199
1673,-0.0398
1674,-0.0398
1675,-0.0199
1676,0.0598
1677,0.0996
1678,0.1594
1679,0.2391
1680,0.2590
1681,0.2988
1682,0.2391
1683,0.1992
1684,0.1195
1685,0.1395
1686,0.1594
1687,0.2391
1688,0.3586
1689,0.3188
1690,0.2789
1691,0.1992
1692,0.0398
1693,0.0000
1694,0.0000
1695,0.1395
1696,0.2590
1697,0.3188
1698,0.1594
1699,0.0398
1700,-0.1195
1701,-0.1594
1702,-0.2590
1703,-0.2590
1704,-0.2590
1705,-0.2590
1706,-0.0996
1707,-0.0797
1708,-0.0199
1709,-0.0199
1710,0.0598
1711,0.1395
1712,0.2590
1713,0.3586
1714,0.2590
1715,0.1594
1716,0.0797
1717,-0.0797
1718,-0.1195
1719,-0.1793
1720,-0.2391
1721,-0.2391
1722,-0.2391
1723,-0.2590
1724,-0.2590
1725,-0.2191
1726,-0.2789
1727,-0.3387
1728,-0.1992
1729,-0.1992
1730,-0.1793
1731,-0.1195
1732,-0.1195
1733,-0.1395
1734,-0.1395
1735,-0.1395
1736,-0.0797
1737,-0.0598
1738,-0.0398
1739,-0.0199
1740,-0.0598
1741,-0.0598
1742,-0.1195
1743,-0.0598
1744,0.0000
1745,0.2988
1746,0.4980
1747,0.4383
1748,0.2988
1749,0.0996
1750,-0.1793
1751,-0.4184
1752,-0.6176
1753,-0.7172
1754,-0.6973
1755,-0.6973
1756,-0.5777
1757,-0.5578
1758,-0.4383
1759,-0.3984
1760,-0.2391
1761,-0.1793
1762,-0.1395
1763,-0.1195
1764,-0.0598
